record_id,organization_name,monitor_url,source_type,source_provider,source_listing_url,source_api_url,source_stage,previous_result,extraction_result,extraction_reason,jobs_found,extraction_error,extraction_checked_at_utc
336,Careers,https://www.quadient.com/en-us/careers,static_html_listing,,https://www.quadient.com/en-us/careers,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:53:02.510411+00:00
309,Optro,https://optro.ai/careers,ats,ashby,https://optro.ai/careers,,stage1,,no_jobs_found,Unknown ATS: ashby,0,,2026-07-29T01:53:01.338604+00:00
351,Jobs,https://jobs.redbull.com/ca-en,static_html_listing,,https://jobs.redbull.com/ca-en,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:53:03.192546+00:00
361,Riverside,https://careers.riverside.com/,static_html_listing,,https://careers.riverside.com/,,stage1,,jobs_extracted,20 jobs found,20,,2026-07-29T01:53:03.438806+00:00
362,Roberthalf,https://www.roberthalf.com/ca/en/find-jobs,static_html_listing,,https://www.roberthalf.com/ca/en/find-jobs,,stage1,,jobs_extracted,28 jobs found,28,,2026-07-29T01:53:03.702201+00:00
353,Redswan,https://redswan.io/careers/,static_html_listing,,https://redswan.io/careers/,,stage1,,jobs_extracted,6 jobs found,6,,2026-07-29T01:53:03.226962+00:00
371,Sardine,https://www.sardine.ai/careers,ats,ashby,https://www.sardine.ai/careers,,stage1,,jobs_extracted,Unknown ATS: ashby,2,,2026-07-29T01:53:03.999852+00:00
367,Safran-group,https://www.safran-group.com/jobs,static_html_listing,,https://www.safran-group.com/jobs,,stage1,,jobs_extracted,1 jobs found,1,,2026-07-29T01:53:03.796750+00:00
372,Scalepad,https://www.scalepad.com/careers,ats,bamboohr,https://www.scalepad.com/careers,,stage1,,jobs_extracted,Unknown ATS: bamboohr,10,,2026-07-29T01:53:04.255352+00:00
374,Screamingpower,https://screamingpower.com/careers/,static_html_listing,,https://screamingpower.com/careers/,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:53:04.571899+00:00
373,Scileads,https://scileads.com/careers/,static_html_listing,,https://scileads.com/careers/,,stage1,,jobs_extracted,2 jobs found,2,,2026-07-29T01:53:04.399542+00:00
358,Rezdy,https://rezdy.com/careers/,static_html_listing,,https://rezdy.com/careers/,,stage1,,jobs_extracted,6 jobs found,6,,2026-07-29T01:53:03.395037+00:00
300,Numeris,https://numeris.ca/working-at-numeris/,ats,lever,https://numeris.ca/working-at-numeris/,,stage1,,jobs_extracted,2 jobs found,2,,2026-07-29T01:53:00.157410+00:00
396,Parks,https://parks.canada.ca/agence-agency/emplois-jobs,static_html_listing,,https://parks.canada.ca/agence-agency/emplois-jobs,,stage1,,jobs_extracted,18 jobs found,18,,2026-07-29T01:53:04.979763+00:00
384,Careers,https://careers.skyworksinc.com/,static_html_listing,,https://careers.skyworksinc.com/,,stage1,,jobs_extracted,3 jobs found,3,,2026-07-29T01:53:04.848096+00:00
402,Stantec,https://stantec.jobs/,static_html_listing,,https://stantec.jobs/,,stage1,,no_jobs_found,No jobs extracted,0,,2026-07-29T01:53:05.053463+00:00
